[{'id': 'dbpedia_1177', 'question': 'Was Jacqueline Kennedy Onassis a follower of Melkite Greek Catholic Church?', 'category': 'boolean', 'type': ['boolean'], 'wh': 'is', 'found category': 'ho', 'found type': 'unknown', 'noun list': ['Was', 'Jacqueline', 'Kennedy', 'Onassis', 'follower', 'Melkite', 'Greek', 'Catholic', 'Church'], 'np list': ['was jacqueline kennedy onassis', 'melkite', 'greek catholic church'], 'entities': [<id: http://dbpedia.org/resource/Jacqueline_Kennedy_Onassis, label: Jacqueline Kennedy Onassis, description: Jacqueline "Jackie" Lee Bouvier Kennedy Onassis was the wife of the 35th President of the United States, John F. Kennedy, and served as First Lady of the United States during his presidency from 1961 until his assassination in 1963. Five years later she married Greek shipping magnate Aristotle Onassis; they remained married until his death in 1975. For the final two decades of her life, Jacqueline Kennedy Onassis had a career as a book editor., types: {'http://schema.org/Person', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Person', 'http://dbpedia.org/ontology/OfficeHolder'}, source: DBpedia>, <id: http://dbpedia.org/resource/Melkite_Greek_Catholic_Church, label: Melkite Greek Catholic Church, description: The Melkite Greek Catholic Church is an Eastern Catholic Church in full communion with the Holy See as part of the worldwide Catholic Church. The Melkites, Byzantine Rite Catholics of mixed Eastern Mediterranean and Greek origin, trace their history to the early Christians of Antioch, Syria, of the 1st century AD, where Christianity was introduced by St. Peter., types: set(), source: DBpedia>, <id: http://dbpedia.org/resource/Ukrainian_Greek_Catholic_Church, label: Ukrainian Greek Catholic Church, description: The Ukrainian Greek Catholic Church (UGCC) (Ukrainian: Українська Греко-Католицька Церква, Ukrains'ka Hreko-Katolyts'ka Tserkva), is the largest Eastern Rite Catholic sui juris particular church in full communion with the Holy See, and is directly subject to the Pope., types: set(), source: DBpedia>], 'entity_types': [{'http://dbpedia.org/ontology/OfficeHolder', 'http://schema.org/Person', 'http://www.wikidata.org/entity/Q24229398', 'http://dbpedia.org/ontology/Agent', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627'}, {'http://dbpedia.org/ontology/Building'}, {'http://dbpedia.org/ontology/Building'}], 'we_wh_vector': array([  1.55999996e-02,   7.51999989e-02,  -7.80000016e-02,
         2.41000000e-02,  -1.44800007e-01,  -2.26000007e-02,
        -8.30999985e-02,  -1.48000000e-02,   5.73000014e-02,
         2.95000002e-02,   3.57000008e-02,   5.05999997e-02,
         1.14600003e-01,   2.88999993e-02,   6.80000037e-02,
         7.63999969e-02,   5.90000022e-03,  -6.80999979e-02,
         2.11999994e-02,  -7.60000013e-03,  -7.30000017e-03,
        -5.48000000e-02,   3.13999988e-02,   4.74999994e-02,
        -8.98000002e-02,  -9.08000022e-02,   2.89999992e-02,
        -1.46500006e-01,   3.79000008e-02,   7.76000023e-02,
         9.76999998e-02,  -4.78000008e-02,  -2.80000009e-02,
        -1.72000006e-02,   6.80000009e-03,  -5.31000011e-02,
         8.29999987e-03,   4.58000004e-02,   3.70000000e-03,
         9.89999995e-03,  -5.73000014e-02,  -5.29999994e-02,
        -2.97999997e-02,  -4.08000015e-02,   3.75999995e-02,
         4.54999991e-02,  -3.39000002e-02,   6.39999984e-03,
         2.40000011e-03,  -2.50000004e-02,  -8.56000036e-02,
        -1.10100001e-01,  -5.04299998e-01,   4.10000002e-03,
         2.04000007e-02,   7.02000037e-02,   5.86000010e-02,
         1.78999994e-02,  -7.59999976e-02,   5.16999997e-02,
         5.70000010e-03,   1.26999998e-02,  -6.32999986e-02,
         1.73000004e-02,  -7.93000013e-02,   3.35999988e-02,
         3.44999991e-02,  -2.96000000e-02,   4.80000004e-02,
        -5.38999997e-02,   3.59999994e-03,   1.64999999e-02,
        -8.29999987e-03,   2.05200002e-01,   1.35000004e-02,
        -4.34999987e-02,  -2.92000007e-02,  -4.08999994e-02,
        -8.64000022e-02,   1.54699996e-01,   3.26999985e-02,
        -4.05000001e-02,  -1.48000000e-02,  -1.98799998e-01,
        -3.51999998e-02,   1.03200004e-01,   2.43999995e-02,
         5.10000018e-03,  -3.70700002e-01,  -3.51999998e-02,
         1.48999998e-02,  -2.65999995e-02,  -2.70000007e-03,
        -1.12800002e-01,   1.05300002e-01,   2.18000002e-02,
        -1.27999997e-02,   7.20999986e-02,   7.53000006e-02,
         3.05000003e-02,  -1.14200003e-01,   5.90000022e-03,
         6.20000018e-03,   2.75999997e-02,   8.15000013e-02,
         2.30000005e-03,  -6.39999984e-03,   5.53999990e-02,
         1.64000001e-02,   1.64999999e-02,  -1.18000004e-02,
        -7.94999972e-02,  -4.08999994e-02,   3.62999998e-02,
        -3.15000005e-02,  -1.10399999e-01,  -5.79999993e-03,
        -4.96000014e-02,  -2.37000007e-02,  -3.81599993e-01,
        -7.47999996e-02,  -1.89999994e-02,   6.81999996e-02,
        -1.33900002e-01,   5.02999984e-02,   1.44199997e-01,
        -2.79999990e-03,   1.24000004e-02,  -5.64000010e-02,
         2.87999995e-02,  -2.63000000e-02,   2.14000009e-02,
        -2.58000009e-02,  -1.61000006e-02,   3.48999985e-02,
         9.88999978e-02,   1.09000001e-02,  -7.90000036e-02,
        -1.52000003e-02,   3.44000012e-02,  -5.22000007e-02,
        -9.60000046e-03,  -7.59000033e-02,   4.13300008e-01,
         1.40000004e-02,  -3.59999994e-03,   1.33800000e-01,
        -4.41999994e-02,  -2.96000000e-02,   9.30000003e-03,
         1.20399997e-01,  -3.61000001e-02,   9.21000019e-02,
        -5.60000017e-02,   1.47000002e-02,   2.51000002e-02,
         3.29999998e-02,   3.31999995e-02,   5.20999990e-02,
        -2.89999992e-02,   1.39999995e-03,   1.21500000e-01,
        -1.64999999e-02,  -5.70000010e-03,  -4.51099992e-01,
         1.22999996e-02,   8.47999975e-02,  -1.86999999e-02,
        -7.98999965e-02,  -1.27999997e-02,   1.71100006e-01,
        -3.33000012e-02,  -2.63000000e-02,   1.37000000e-02,
         2.16700003e-01,  -1.29600003e-01,   9.56000015e-02,
        -4.74999994e-02,   4.74999994e-02,  -1.09999999e-02,
         6.84999973e-02,   3.35000008e-02,  -7.49999983e-03,
         2.92000007e-02,  -9.89999995e-03,   2.43100002e-01,
         1.01199999e-01,  -1.17100000e-01,   5.24500012e-01,
         6.78000003e-02,   3.00999992e-02,  -3.59000005e-02,
        -1.46000003e-02,   1.41000003e-02,   9.10000037e-03,
         6.00000028e-04,  -1.67999994e-02,  -5.53000011e-02,
         2.00399995e-01,  -3.11999992e-02,   5.00000007e-02,
         1.78999994e-02,  -1.20000001e-02,   3.44999991e-02,
         4.80999984e-02,  -1.95000004e-02,   1.09000001e-02,
        -1.07799999e-01,   9.39999986e-03,   2.85000000e-02,
         9.10000037e-03,  -1.79999997e-03,  -7.55999982e-02,
        -1.90000003e-03,   5.88000007e-02,  -1.61000006e-02,
